MeSH ID,MeSH Term
D019578,Multiple System Atrophy
D009120,Muscle Cramp
D009122,Muscle Hypertonia
D009123,Muscle Hypotonia
D009127,Muscle Rigidity
D009128,Muscle Spasticity
D018908,Muscle Weakness
D009133,Muscular Atrophy
D009134,"Muscular Atrophy, Spinal"
D009135,Muscular Diseases
D020966,"Muscular Disorders, Atrophic"
D009136,Muscular Dystrophies
D049288,"Muscular Dystrophies, Limb-Girdle"
D020388,"Muscular Dystrophy, Duchenne"
D020389,"Muscular Dystrophy, Emery-Dreifuss"
D020391,"Muscular Dystrophy, Facioscapulohumeral"
D039141,"Muscular Dystrophy, Oculopharyngeal"
D009155,Mutism
D063806,Myalgia
D009157,Myasthenia Gravis
D020720,"Myasthenia Gravis, Autoimmune, Experimental"
D020941,"Myasthenia Gravis, Neonatal"
D020294,"Myasthenic Syndromes, Congenital"
D009187,Myelitis
D009188,"Myelitis, Transverse"
D020191,"Myoclonic Epilepsies, Progressive"
D020190,"Myoclonic Epilepsy, Juvenile"
D009207,Myoclonus
D020385,Myokymia
D017696,"Myopathies, Nemaline"
D020914,"Myopathies, Structural, Congenital"
D020512,"Myopathy, Central Core"
D009220,Myositis
D018979,"Myositis, Inclusion Body"
D009222,Myotonia
D009224,Myotonia Congenita
D020967,Myotonic Disorders
D009223,Myotonic Dystrophy
D000081030,Myotoxicity
D009290,Narcolepsy
D009347,Nelson Syndrome
D000076984,Neonatal Brachial Plexus Palsy
D009408,Nerve Compression Syndromes
D018317,Nerve Sheath Neoplasms
D009421,Nervous System Malformations
D009423,Nervous System Neoplasms
D009436,Neural Tube Defects
D009437,Neuralgia
D051474,"Neuralgia, Postherpetic"
D009443,Neuritis
D054546,Neuroacanthocytosis
D020953,Neuroaspergillosis
D019150,Neuroaxonal Dystrophies
D019954,Neurobehavioral Manifestations
D020752,Neurocutaneous Syndromes
D020019,Neurocysticercosis
D018306,Neurocytoma
D019636,Neurodegenerative Diseases
D009455,Neurofibroma
D018318,"Neurofibroma, Plexiform"
D017253,Neurofibromatoses
D009456,Neurofibromatosis 1
D016518,Neurofibromatosis 2
D018319,Neurofibrosarcoma
D020078,Neurogenic Inflammation
D009459,Neuroleptic Malignant Syndrome
D009461,Neurologic Manifestations
D009464,"Neuroma, Acoustic"
D009468,Neuromuscular Diseases
D020511,Neuromuscular Junction Diseases
D020879,Neuromuscular Manifestations
D009471,Neuromyelitis Optica
D009472,Neuronal Ceroid-Lipofuscinoses
D009494,Neurosyphilis
D020258,Neurotoxicity Syndromes
D054000,"Nevus, Sebaceous of Jadassohn"
D052536,"Niemann-Pick Disease, Type A"
D052537,"Niemann-Pick Disease, Type B"
D052556,"Niemann-Pick Disease, Type C"
D009542,Niemann-Pick Diseases
D020189,Nocturnal Myoclonus Syndrome
D064128,Nodding Syndrome
D020417,"Nystagmus, Congenital"
D009759,"Nystagmus, Pathologic"
D010845,Obesity Hypoventilation Syndrome
D015835,Ocular Motility Disorders
D009800,Oculocerebrorenal Syndrome
D015840,Oculomotor Nerve Diseases
D000857,Olfaction Disorders
D020431,Olfactory Nerve Diseases
D061219,Olfactory Nerve Injuries
D009849,Olivopontocerebellar Atrophies
D009886,Ophthalmoplegia
D017246,"Ophthalmoplegia, Chronic Progressive External"
D053578,Opsoclonus-Myoclonus Syndrome
D015418,"Optic Atrophies, Hereditary"
D009896,Optic Atrophy
D029241,"Optic Atrophy, Autosomal Dominant"
D029242,"Optic Atrophy, Hereditary, Leber"
D015594,Optic Disk Drusen
D009901,Optic Nerve Diseases
D020339,Optic Nerve Glioma
D000080344,Optic Nerve Hypoplasia
D020221,Optic Nerve Injuries
D019574,Optic Nerve Neoplasms
D009902,Optic Neuritis
D018917,"Optic Neuropathy, Ischemic"
D009917,Orbital Fractures
D020163,Ornithine Carbamoyltransferase Deficiency Disease
D054971,Orthostatic Intolerance
D000699,"Pain Insensitivity, Congenital"
D054975,Pallister-Hall Syndrome
D006211,Pantothenate Kinase-Associated Neurodegeneration
D010211,Papilledema
D020288,"Papilloma, Choroid Plexus"
D010243,Paralysis
D020513,"Paralysis, Hyperkalemic Periodic"
D020364,Paraneoplastic Polyneuropathy
D020361,"Paraneoplastic Syndromes, Nervous System"
D020335,Paraparesis
D020336,"Paraparesis, Spastic"
D015493,"Paraparesis, Tropical Spastic"
D010264,Paraplegia
D020447,Parasomnias
D010291,Paresis
D010292,Paresthesia
D010300,Parkinson Disease
D010302,"Parkinson Disease, Secondary"
D020734,Parkinsonian Disorders
D051302,Paroxysmal Hemicrania
D020371,Pelizaeus-Merzbacher Disease
D058502,Pentalogy of Cantrell
D010468,Perceptual Disorders
D059348,Peripheral Nerve Injuries
D010523,Peripheral Nervous System Diseases
D010524,Peripheral Nervous System Neoplasms
D054091,Periventricular Nodular Heterotopia
D020427,Peroneal Neuropathies
D018458,Persistent Vegetative State
D010591,Phantom Limb
D017042,"Phenylketonuria, Maternal"
D010661,Phenylketonurias
D020795,Photophobia
D020774,Pick Disease of the Brain
D010871,Pinealoma
D055958,Piriformis Muscle Syndrome
D047748,Pituitary ACTH Hypersecretion
D010900,Pituitary Diseases
D010911,Pituitary Neoplasms
D011007,Pneumocephalus
D016878,POEMS Syndrome
D011051,Poliomyelitis
D065706,Polymicrogyria
D017285,Polymyositis
D011115,Polyneuropathies
D011129,Polyradiculoneuropathy
D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
D011128,Polyradiculopathy
D000080942,Post-Cardiac Arrest Syndrome
D038223,Post-Concussion Syndrome
D051299,Post-Dural Puncture Headache
D057774,Post-Exercise Hypotension
D051298,Post-Traumatic Headache
D054038,Posterior Leukoencephalopathy Syndrome
D016262,Postpoliomyelitis Syndrome
D054972,Postural Orthostatic Tachycardia Syndrome
D011218,Prader-Willi Syndrome
D011304,Presbycusis
D054969,Primary Dysautonomias
D057178,Primary Progressive Nonfluent Aphasia
D017096,Prion Diseases
D015175,Prolactinoma
D020238,Prosopagnosia
D011559,Pseudotumor Cerebri
D011595,Psychomotor Agitation
D011596,Psychomotor Disorders
D060545,Pudendal Neuralgia
D011681,Pupil Disorders
D054970,Pure Autonomic Failure
D052880,Pyomyositis
D015324,Pyruvate Carboxylase Deficiency Disease
D015325,Pyruvate Dehydrogenase Complex Deficiency Disease
D011782,Quadriplegia
D020425,Radial Neuropathy
D011843,Radiculopathy
D061226,Recurrent Laryngeal Nerve Injuries
D012019,Reflex Sympathetic Dystrophy
D012021,"Reflex, Abnormal"
D012035,Refsum Disease
D052919,"Refsum Disease, Infantile"
D020187,REM Sleep Behavior Disorder
D020923,REM Sleep Parasomnias
D012133,Respiratory Paralysis
D012148,Restless Legs Syndrome
D015518,Rett Syndrome
D012415,Rubinstein-Taybi Syndrome
D020225,Sagittal Sinus Thrombosis
D012497,Sandhoff Disease
D058088,Sarcoglycanopathies
D055948,Sarcopenia
D020426,Sciatic Neuropathy
D012585,Sciatica
D012607,Scotoma
D012640,Seizures
D003294,"Seizures, Febrile"
D012678,Sensation Disorders
D065166,Sepsis-Associated Encephalopathy
D025962,Septo-Optic Dysplasia
D038642,Shaken Baby Syndrome
D012791,Shy-Drager Syndrome
D029461,Sialic Acid Storage Disease
D012851,"Sinus Thrombosis, Intracranial"
D012887,Skull Fractures
D012891,Sleep Apnea Syndromes
D020182,"Sleep Apnea, Central"
D020181,"Sleep Apnea, Obstructive"
D020921,Sleep Arousal Disorders
D020186,Sleep Bruxism
D012892,Sleep Deprivation
D020178,"Sleep Disorders, Circadian Rhythm"
D020919,"Sleep Disorders, Intrinsic"
D007319,Sleep Initiation and Maintenance Disorders
D020188,Sleep Paralysis
D012893,Sleep Wake Disorders
D020922,Sleep-Wake Transition Disorders
D000071075,Small Fiber Neuropathy
D058496,Smith-Magenis Syndrome
D020886,Somatosensory Disorders
D013009,Somnambulism
D013035,Spasm
D013036,"Spasms, Infantile"
D015419,"Spastic Paraplegia, Hereditary"
D000080888,Specific Language Disorder
D013064,Speech Disorders
D013106,Sphingolipidoses
D016137,Spina Bifida Cystica
D016136,Spina Bifida Occulta
D013117,Spinal Cord Compression
D013118,Spinal Cord Diseases
D013119,Spinal Cord Injuries
D020760,Spinal Cord Ischemia
D013120,Spinal Cord Neoplasms
D020758,Spinal Cord Vascular Diseases
D016135,Spinal Dysraphism
D014897,Spinal Muscular Atrophies of Childhood
D020754,Spinocerebellar Ataxias
D013132,Spinocerebellar Degenerations
D013226,Status Epilepticus
D016750,Stiff-Person Syndrome
D013285,Strabismus
D020521,Stroke
D059409,"Stroke, Lacunar"
D053608,Stupor
D013341,Sturge-Weber Syndrome
D013342,Stuttering
D013344,Subacute Sclerosing Panencephalitis
D013345,Subarachnoid Hemorrhage
D020206,"Subarachnoid Hemorrhage, Traumatic"
D013349,Subclavian Steal Syndrome
D013353,Subdural Effusion
D000080485,Sudden Unexpected Death in Epilepsy
D052516,Sulfatidosis
D013494,"Supranuclear Palsy, Progressive"
D015173,Supratentorial Neoplasms
D055955,Susac Syndrome
D013547,"Sweating, Gustatory"
D013575,Syncope
D019462,"Syncope, Vasovagal"
D046608,Synkinesis
D000080874,Synucleinopathies
D013595,Syringomyelia
D013631,Tangier Disease
D000071057,Tardive Dyskinesia
D052958,Tarlov Cysts
D013641,Tarsal Tunnel Syndrome
D013651,Taste Disorders
D024801,Tauopathies
D013661,Tay-Sachs Disease
D049290,"Tay-Sachs Disease, AB Variant"
D057177,TDP-43 Proteinopathies
D018781,Tension-Type Headache
D013746,Tetany
D013901,Thoracic Outlet Syndrome
D000083244,Thrombotic Stroke
D020429,Tibial Neuropathy
D013981,Tic Disorders
D020323,Tics
D014012,Tinnitus
D005879,Tourette Syndrome
D000081028,Toxic Optic Neuropathy
D016781,"Toxoplasmosis, Cerebral"
D014125,"Toxoplasmosis, Congenital"
D020196,"Trauma, Nervous System"
D014202,Tremor
D051303,Trigeminal Autonomic Cephalalgias
D020433,Trigeminal Nerve Diseases
D061221,Trigeminal Nerve Injuries
D014277,Trigeminal Neuralgia
D014313,Trismus
D000073839,Trisomy 13 Syndrome
D020432,Trochlear Nerve Diseases
D020306,"Tuberculosis, Central Nervous System"
D014390,"Tuberculosis, Meningeal"
D014402,Tuberous Sclerosis
D020176,Tyrosinemias
D017769,Ulnar Nerve Compression Syndromes
D020424,Ulnar Neuropathies
D014474,Unconsciousness
D020194,Unverricht-Lundborg Syndrome
D056806,"Urea Cycle Disorders, Inborn"
D001750,"Urinary Bladder, Neurogenic"
D052245,Usher Syndromes
D014607,Uveomeningoencephalitic Syndrome
D020421,Vagus Nerve Diseases
D061223,Vagus Nerve Injuries
D014653,Vascular Headaches
D020293,"Vasculitis, Central Nervous System"
D020301,"Vasospasm, Intracranial"
D054080,Vein of Galen Malformations
D020217,Vertebral Artery Dissection
D014715,Vertebrobasilar Insufficiency
D014717,Vertigo
D020338,Vestibular Neuronitis
D000160,Vestibulocochlear Nerve Diseases
D014786,Vision Disorders
D015354,"Vision, Low"
D014826,Vocal Cord Paralysis
D014832,Voice Disorders
,Von Hippel-Lindau Disease
D017624,WAGR Syndrome
D058494,Walker-Warburg Syndrome
D034081,"Wasting Disease, Chronic"
D014899,Wernicke Encephalopathy
D014901,West Nile Fever
D018980,Williams Syndrome
D014929,Wolfram Syndrome
D000083143,X-Linked Emery-Dreifuss Muscular Dystrophy
D015211,Zellweger Syndrome
D015051,Zygomatic Fractures
D000012,Abetalipoproteinemia
D000126,Achlorhydria
D000137,Acid-Base Imbalance
D000138,Acidosis
D000140,"Acidosis, Lactic"
D000141,"Acidosis, Renal Tubular"
D000142,"Acidosis, Respiratory"
D000274,Adiposis Dolorosa
D000312,"Adrenal Hyperplasia, Congenital"
D000326,Adrenoleukodystrophy
D000417,Albinism
D016117,"Albinism, Ocular"
D016115,"Albinism, Oculocutaneous"
D038261,Alexander Disease
D000471,Alkalosis
D000472,"Alkalosis, Respiratory"
D000474,Alkaptonuria
D008363,alpha-Mannosidosis
D000592,"Amino Acid Metabolism, Inborn Errors"
D017772,Amyloid Neuropathies
D028227,"Amyloid Neuropathies, Familial"
D000686,Amyloidosis
D028226,"Amyloidosis, Familial"
D000690,Amyotrophic Lateral Sclerosis
D018798,"Anemia, Iron-Deficiency"
D000752,"Anemia, Pernicious"
D056807,Argininosuccinic Aciduria
D015210,"Arthritis, Gouty"
D001206,Ascorbic Acid Deficiency
D054880,Aspartylglucosaminuria
D001260,Ataxia Telangiectasia
D001361,Avitaminosis
D056889,Barth Syndrome
D001602,Beriberi
D044905,beta-Mannosidosis
D028921,Biotinidase Deficiency
D001765,Blind Loop Syndrome
D001816,Bloom Syndrome
D018488,"Bone Demineralization, Pathologic"
D001851,"Bone Diseases, Metabolic"
D001928,"Brain Diseases, Metabolic"
D020739,"Brain Diseases, Metabolic, Inborn"
D002114,Calcinosis
D002115,Calciphylaxis
D002128,Calcium Metabolism Disorders
D017825,Canavan Disease
D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease
D002239,"Carbohydrate Metabolism, Inborn Errors"
D002446,Celiac Disease
D016657,Cerebral Amyloid Angiopathy
D028243,"Cerebral Amyloid Angiopathy, Familial"
D015362,Child Nutrition Disorders
D015217,Cholesterol Ester Storage Disease
D002796,Choline Deficiency
D018902,"Chondrodysplasia Punctata, Rhizomelic"
D012080,Chronic Kidney Disease-Mineral and Bone Disorder
D020159,Citrullinemia
D003057,Cockayne Syndrome
D064068,Collagenous Sprue
D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis"
D018981,Congenital Disorders of Glycosylation
D044903,Congenital Hyperinsulinism
D046349,"Coproporphyria, Hereditary"
D017675,CREST Syndrome
D003414,Crigler-Najjar Syndrome
D003554,Cystinosis
D003677,Deficiency Diseases
D003681,Dehydration
D003920,Diabetes Mellitus
D003921,"Diabetes Mellitus, Experimental"
D003923,"Diabetes Mellitus, Lipoatrophic"
D003922,"Diabetes Mellitus, Type 1"
D003924,"Diabetes Mellitus, Type 2"
D016640,"Diabetes, Gestational"
D016883,Diabetic Ketoacidosis
D049914,DNA Repair-Deficiency Disorders
D050171,Dyslipidemias
D000795,Fabry Disease
D053098,Familial Hypophosphatemic Rickets
D000071070,Familial Multiple Lipomatosis
D005199,Fanconi Anemia
D055577,Farber Lipogranulomatosis
D048070,Fetal Nutrition Disorders
D005494,Folic Acid Deficiency
D005621,Friedreich Ataxia
D057180,Frontotemporal Dementia
D057174,Frontotemporal Lobar Degeneration
D005633,Fructose Intolerance
D015318,"Fructose Metabolism, Inborn Errors"
D005645,Fucosidosis
D005693,Galactosemias
D005733,Gangliosidoses
D020143,"Gangliosidoses, GM2"
D016537,"Gangliosidosis, GM1"
D005776,Gaucher Disease
D005878,Gilbert Disease
D018149,Glucose Intolerance
D044882,Glucose Metabolism Disorders
D005955,Glucosephosphate Dehydrogenase Deficiency
D006008,Glycogen Storage Disease
D005953,Glycogen Storage Disease Type I
D006009,Glycogen Storage Disease Type II
D052120,Glycogen Storage Disease Type IIb
D006010,Glycogen Storage Disease Type III
D006011,Glycogen Storage Disease Type IV
D006012,Glycogen Storage Disease Type V
D006013,Glycogen Storage Disease Type VI
D006014,Glycogen Storage Disease Type VII
D006015,Glycogen Storage Disease Type VIII
D006030,"Glycosuria, Renal"
D006073,Gout
D006432,Hemochromatosis
D006486,Hemosiderosis
D006501,Hepatic Encephalopathy
D006527,Hepatolenticular Degeneration
D020279,Hereditary Central Nervous System Demyelinating Diseases
D022861,Hermanski-Pudlak Syndrome
D019247,HIV Wasting Syndrome
D039682,HIV-Associated Lipodystrophy Syndrome
D006712,Homocystinuria
D020162,Hyperargininemia
D006934,Hypercalcemia
D006937,Hypercholesterolemia
D000085583,Hyperferritinemia
D006943,Hyperglycemia
D020158,"Hyperglycinemia, Nonketotic"
D020138,Hyperhomocysteinemia
D006946,Hyperinsulinism
D006947,Hyperkalemia
D065906,Hyperlactatemia
D006950,"Hyperlipidemia, Familial Combined"
D006949,Hyperlipidemias
D008072,Hyperlipoproteinemia Type I
D006938,Hyperlipoproteinemia Type II
D006952,Hyperlipoproteinemia Type III
D006953,Hyperlipoproteinemia Type IV
D006954,Hyperlipoproteinemia Type V
D006951,Hyperlipoproteinemias
D006955,Hypernatremia
D006960,"Hyperoxaluria, Primary"
D054559,Hyperphosphatemia
D015228,Hypertriglyceridemia
D064250,Hypertriglyceridemic Waist
D006986,Hypervitaminosis A
D052456,Hypoalphalipoproteinemias
D052476,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
D006995,Hypobetalipoproteinemias
D006996,Hypocalcemia
D007003,Hypoglycemia
D007008,Hypokalemia
D020514,Hypokalemic Periodic Paralysis
D007009,Hypolipoproteinemias
D007010,Hyponatremia
D007014,Hypophosphatasia
D017674,Hypophosphatemia
D007015,"Hypophosphatemia, Familial"
D016114,"Ichthyosis, X-Linked"
D000075363,Immunoglobulin Light-chain Amyloidosis
D007177,Inappropriate ADH Syndrome
D007228,Infant Nutrition Disorders
D007333,Insulin Resistance
D019189,Iron Metabolism Disorders
D019190,Iron Overload
D007625,Kearns-Sayre Syndrome
D007647,Kernicterus
D007662,Ketosis
D007732,Kwashiorkor
D007787,Lactose Intolerance
D000071698,Latent Autoimmune Diabetes in Adults
D007863,Lecithin Cholesterol Acyltransferase Deficiency
D007888,Leigh Disease
D007926,Lesch-Nyhan Syndrome
D007965,"Leukodystrophy, Globoid Cell"
D007966,"Leukodystrophy, Metachromatic"
D016864,Li-Fraumeni Syndrome
D052439,Lipid Metabolism Disorders
D008052,"Lipid Metabolism, Inborn Errors"
D008064,Lipidoses
D008060,Lipodystrophy
D052497,"Lipodystrophy, Congenital Generalized"
D052496,"Lipodystrophy, Familial Partial"
D008068,Lipomatosis
D008069,"Lipomatosis, Multiple Symmetrical"
D016464,Lysosomal Storage Diseases
D008275,Magnesium Deficiency
D008286,Malabsorption Syndromes
D044342,Malnutrition
D044904,Mannosidase Deficiency Diseases
D008375,Maple Syrup Urine Disease
D017241,MELAS Syndrome
D007706,Menkes Kinky Hair Syndrome
D008659,Metabolic Diseases
D024821,Metabolic Syndrome
D008661,"Metabolism, Inborn Errors"
D008664,"Metal Metabolism, Inborn Errors"
D054078,Mevalonate Kinase Deficiency
D043204,"Mineralocorticoid Excess Syndrome, Apparent"
D028361,Mitochondrial Diseases
D017237,Mitochondrial Encephalomyopathies
D017240,Mitochondrial Myopathies
D050380,Monckeberg Medial Calcific Sclerosis
D009081,Mucolipidoses
D009083,Mucopolysaccharidoses
D008059,Mucopolysaccharidosis I
D016532,Mucopolysaccharidosis II
D009084,Mucopolysaccharidosis III
D009085,Mucopolysaccharidosis IV
D009087,Mucopolysaccharidosis VI
D016538,Mucopolysaccharidosis VII
D054069,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
D052517,Multiple Sulfatase Deficiency Disease
D009335,Necrobiosis Lipoidica
D009397,Nephrocalcinosis
D046768,Nesidioblastosis
D009472,Neuronal Ceroid-Lipofuscinoses
D052536,"Niemann-Pick Disease, Type A"
D052537,"Niemann-Pick Disease, Type B"
D052556,"Niemann-Pick Disease, Type C"
D009542,Niemann-Pick Diseases
D049932,Nijmegen Breakage Syndrome
D009748,Nutrition Disorders
D009765,Obesity
D010845,Obesity Hypoventilation Syndrome
D056128,"Obesity, Abdominal"
,"Obesity, Maternal"
D000067329,"Obesity, Metabolically Benign"
D009767,"Obesity, Morbid"
D009800,Oculocerebrorenal Syndrome
D017246,"Ophthalmoplegia, Chronic Progressive External"
D029241,"Optic Atrophy, Autosomal Dominant"
D029242,"Optic Atrophy, Hereditary, Leber"
D020163,Ornithine Carbamoyltransferase Deficiency Disease
D010018,Osteomalacia
D010024,Osteoporosis
D015663,"Osteoporosis, Postmenopausal"
D044343,Overnutrition
D020513,"Paralysis, Hyperkalemic Periodic"
D063766,Pediatric Obesity
D020371,Pelizaeus-Merzbacher Disease
D018901,Peroxisomal Disorders
D017042,"Phenylketonuria, Maternal"
D010661,Phenylketonurias
D010760,Phosphorus Metabolism Disorders
D016116,Piebaldism
D017119,Porphyria Cutanea Tarda
D017118,"Porphyria, Acute Intermittent"
D017092,"Porphyria, Erythropoietic"
D046350,"Porphyria, Variegate"
D011164,Porphyrias
D017094,"Porphyrias, Hepatic"
D011191,Potassium Deficiency
D011218,Prader-Willi Syndrome
D011236,Prediabetic State
D057178,Primary Progressive Nonfluent Aphasia
